round,method,dataset,num_clients,partition,dirichlet_alpha,task_id,task_start,task_end,global_test_loss,global_test_acc,task1_test_acc,task2_test_acc,forgetting_task1,forgetting_task2,bwt_task1,convergence_round_80,communication_cost_bytes_cum,model_bytes,sampled_clients_per_round,run_id,run_tag
16,flwf2,mnist,10,iid,,2,0,0,5.162332415052479,0.5125,0.9972757345787118,0.0,0.0001945903872349,0.1738325447438798,0.9959136018680677,,38263040,239144,5,98167773c340,flwf2_mnist_C10_iid
17,flwf2,mnist,10,iid,,2,0,0,4.956422528511884,0.5126,0.9974703249659468,0.0,0.0,0.1738325447438798,0.9961081922553026,,40654480,239144,5,98167773c340,flwf2_mnist_C10_iid
18,flwf2,mnist,10,iid,,2,0,0,4.780847930870872,0.5126,0.9974703249659468,0.0,0.0,0.1738325447438798,0.9961081922553026,,43045920,239144,5,98167773c340,flwf2_mnist_C10_iid
19,flwf2,mnist,10,iid,,2,0,0,4.628328330265554,0.5126,0.9974703249659468,0.0,0.0,0.1738325447438798,0.9961081922553026,,45437360,239144,5,98167773c340,flwf2_mnist_C10_iid
20,flwf2,mnist,10,iid,,2,0,1,4.493354700991361,0.5127,0.9976649153531816,0.0,-0.0001945903872349,0.1738325447438798,0.9963027826425376,,47828800,239144,5,98167773c340,flwf2_mnist_C10_iid
0,fedavg,mnist,10,dirichlet,1.0,1,0,0,2.300247758102417,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
1,fedavg,mnist,10,dirichlet,1.0,1,1,0,7.746552539611771,0.5099,0.9922163845106052,0.0,-0.9908542517999612,0.1738325447438798,0.9908542517999612,,2391440,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
2,fedavg,mnist,10,dirichlet,1.0,1,0,0,8.723699292931244,0.5113,0.9949406499318934,0.0,-0.0027242654212881,0.1738325447438798,0.9935785172212492,,4782880,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
3,fedavg,mnist,10,dirichlet,1.0,1,0,0,9.175111823621709,0.512,0.9963027826425376,0.0,-0.0013621327106441,0.1738325447438798,0.9949406499318934,,7174320,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
4,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.030848223829592,0.5128,0.9978595057404164,0.0,-0.0015567230978789,0.1738325447438798,0.9964973730297724,,9565760,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
5,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.239058882118416,0.5124,0.997081144191477,0.0,0.0007783615489393,0.1738325447438798,0.9957190114808327,,11957200,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
6,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.631658430462956,0.5126,0.9974703249659468,0.0,0.0003891807744696,0.1738325447438798,0.9961081922553026,,14348640,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
7,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.502895863436642,0.5122,0.9966919634170072,0.0,0.0011675423234092,0.1738325447438798,0.995329830706363,,16740080,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
8,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.68546643950564,0.5125,0.9972757345787118,0.0,0.0005837711617046,0.1738325447438798,0.9959136018680677,,19131520,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
9,fedavg,mnist,10,dirichlet,1.0,1,0,0,10.933879168792153,0.5121,0.9964973730297724,0.0,0.001362132710644,0.1738325447438798,0.9951352403191284,,21522960,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
10,fedavg,mnist,10,dirichlet,1.0,1,0,1,11.192327023116547,0.5124,0.997081144191477,0.0,0.0007783615489393,0.1738325447438798,0.9957190114808327,,23914400,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
11,fedavg,mnist,10,dirichlet,1.0,2,1,0,10.20570459640762,0.4792,0.0,0.985805389837482,0.9978595057404164,-0.8119728450936021,-0.001362132710644,,26305840,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
12,fedavg,mnist,10,dirichlet,1.0,2,0,0,14.104950211763242,0.4797,0.0,0.9868339847767948,0.9978595057404164,-0.0010285949393128,-0.001362132710644,,28697280,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
13,fedavg,mnist,10,dirichlet,1.0,2,0,0,14.11273830647822,0.4821,0.0,0.9917712404854968,0.9978595057404164,-0.0049372557087019,-0.001362132710644,,31088720,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
14,fedavg,mnist,10,dirichlet,1.0,2,0,0,13.714181151020025,0.4826,0.0,0.9927998354248098,0.9978595057404164,-0.0010285949393129,-0.001362132710644,,33480160,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
15,fedavg,mnist,10,dirichlet,1.0,2,0,0,15.069746809205844,0.4826,0.0,0.9927998354248098,0.9978595057404164,0.0,-0.001362132710644,,35871600,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
16,fedavg,mnist,10,dirichlet,1.0,2,0,0,14.714191149098438,0.483,0.0,0.99362271137626,0.9978595057404164,-0.0008228759514502,-0.001362132710644,,38263040,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
17,fedavg,mnist,10,dirichlet,1.0,2,0,0,14.535057748448288,0.483,0.0,0.99362271137626,0.9978595057404164,0.0,-0.001362132710644,,40654480,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
18,fedavg,mnist,10,dirichlet,1.0,2,0,0,15.040046187621696,0.4829,0.0,0.9934169923883974,0.9978595057404164,0.0002057189878625,-0.001362132710644,,43045920,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
19,fedavg,mnist,10,dirichlet,1.0,2,0,0,15.368648790690267,0.4826,0.0,0.9927998354248098,0.9978595057404164,0.0008228759514502,-0.001362132710644,,45437360,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
20,fedavg,mnist,10,dirichlet,1.0,2,0,1,15.465947401703778,0.4826,0.0,0.9927998354248098,0.9978595057404164,0.0008228759514502,-0.001362132710644,,47828800,239144,5,9aaa62f0523e,fedavg_mnist_C10_dirichlet_a1.0
0,fedavg,fmnist,50,dirichlet,1.0,1,0,0,2.307141382789612,0.086,0.0016,0.1704,0.0,0.0,,,0,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
1,fedavg,fmnist,50,dirichlet,1.0,1,1,0,3.7717098503947257,0.4211,0.8422,0.0,-0.8405999999999999,0.1704,0.8405999999999999,,11957200,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
2,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.497971388626099,0.4359,0.8718,0.0,-0.0296,0.1704,0.8702,,23914400,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
3,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.625359414541721,0.4463,0.8926,0.0,-0.0207999999999999,0.1704,0.8909999999999999,,35871600,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
4,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.721451270103454,0.4478,0.8956,0.0,-0.003,0.1704,0.8939999999999999,,47828800,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
5,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.812334207248687,0.4501,0.9002,0.0,-0.0046,0.1704,0.8986,,59786000,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
6,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.818017667949199,0.4512,0.9024,0.0,-0.0021999999999999,0.1704,0.9008,,71743200,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
7,fedavg,fmnist,50,dirichlet,1.0,1,0,0,5.117335944032669,0.4527,0.9054,0.0,-0.003,0.1704,0.9038,,83700400,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
8,fedavg,fmnist,50,dirichlet,1.0,1,0,0,4.872291240632534,0.4517,0.9034,0.0,0.002,0.1704,0.9018,,95657600,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
9,fedavg,fmnist,50,dirichlet,1.0,1,0,0,5.119702501285076,0.4553,0.9106,0.0,-0.0051999999999999,0.1704,0.909,,107614800,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
10,fedavg,fmnist,50,dirichlet,1.0,1,0,1,5.003125874394178,0.4549,0.9098,0.0,0.0007999999999999,0.1704,0.9082,,119572000,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
11,fedavg,fmnist,50,dirichlet,1.0,2,1,0,6.92654186553359,0.4641,0.0,0.9282,0.9106,-0.7578,-0.0016,,131529200,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
12,fedavg,fmnist,50,dirichlet,1.0,2,0,0,9.321142092227936,0.4753,0.0,0.9506,0.9106,-0.0223999999999999,-0.0016,,143486400,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
13,fedavg,fmnist,50,dirichlet,1.0,2,0,0,10.263037485078724,0.4761,0.0,0.9522,0.9106,-0.0016,-0.0016,,155443600,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
14,fedavg,fmnist,50,dirichlet,1.0,2,0,0,10.652709055359662,0.4786,0.0,0.9572,0.9106,-0.005,-0.0016,,167400800,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
15,fedavg,fmnist,50,dirichlet,1.0,2,0,0,11.091509246694295,0.4799,0.0,0.9598,0.9106,-0.0025999999999999,-0.0016,,179358000,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
16,fedavg,fmnist,50,dirichlet,1.0,2,0,0,11.423024463526904,0.4815,0.0,0.963,0.9106,-0.0031999999999999,-0.0016,,191315200,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
17,fedavg,fmnist,50,dirichlet,1.0,2,0,0,12.019016257953645,0.482,0.0,0.964,0.9106,-0.001,-0.0016,,203272400,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
18,fedavg,fmnist,50,dirichlet,1.0,2,0,0,11.579822942712156,0.4821,0.0,0.9642,0.9106,-0.0001999999999999,-0.0016,,215229600,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
19,fedavg,fmnist,50,dirichlet,1.0,2,0,0,11.735933329968155,0.4827,0.0,0.9654,0.9106,-0.0012,-0.0016,,227186800,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
20,fedavg,fmnist,50,dirichlet,1.0,2,0,1,12.19467270514816,0.483,0.0,0.966,0.9106,-0.0005999999999999,-0.0016,,239144000,239144,25,9e121241fbbe,fedavg_fmnist_C50_dirichlet_a1.0
0,fedavg,mnist,10,dirichlet,0.5,1,0,0,2.300247758102417,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
1,fedavg,mnist,10,dirichlet,0.5,1,1,0,5.994862390357256,0.475,0.9243043393656354,0.0,-0.9229422066549912,0.1738325447438798,0.9229422066549912,,2391440,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
2,fedavg,mnist,10,dirichlet,0.5,1,0,0,7.093142154638946,0.5102,0.9928001556723098,0.0,-0.0684958163066744,0.1738325447438798,0.9914380229616656,,4782880,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
3,fedavg,mnist,10,dirichlet,0.5,1,0,0,8.167067529973004,0.5085,0.989492119089317,0.0,0.0033080365829928,0.1738325447438798,0.9881299863786728,,7174320,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
4,fedavg,mnist,10,dirichlet,0.5,1,0,0,8.379847252519479,0.5119,0.9961081922553026,0.0,-0.0033080365829927,0.1738325447438798,0.9947460595446584,,9565760,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
5,fedavg,mnist,10,dirichlet,0.5,1,0,0,8.557395367483632,0.512,0.9963027826425376,0.0,-0.0001945903872349,0.1738325447438798,0.9949406499318934,,11957200,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
6,fedavg,mnist,10,dirichlet,0.5,1,0,0,8.992882564687612,0.5121,0.9964973730297724,0.0,-0.0001945903872349,0.1738325447438798,0.9951352403191284,,14348640,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
7,fedavg,mnist,10,dirichlet,0.5,1,0,0,9.03124608742766,0.5119,0.9961081922553026,0.0,0.0003891807744698,0.1738325447438798,0.9947460595446584,,16740080,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
8,fedavg,mnist,10,dirichlet,0.5,1,0,0,9.55050537902443,0.5124,0.997081144191477,0.0,-0.0005837711617046,0.1738325447438798,0.9957190114808327,,19131520,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
9,fedavg,mnist,10,dirichlet,0.5,1,0,0,10.04007086917388,0.5123,0.996886553804242,0.0,0.0001945903872349,0.1738325447438798,0.995524421093598,,21522960,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
10,fedavg,mnist,10,dirichlet,0.5,1,0,1,10.103218584335238,0.5125,0.9972757345787118,0.0,-0.0001945903872347,0.1738325447438798,0.9959136018680677,,23914400,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
11,fedavg,mnist,10,dirichlet,0.5,2,1,0,8.773796059323102,0.4767,0.0,0.9806624151409176,0.9972757345787118,-0.8068298703970376,-0.001362132710644,,26305840,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
12,fedavg,mnist,10,dirichlet,0.5,2,0,0,12.72992722451284,0.4794,0.0,0.9862168278132072,0.9972757345787118,-0.0055544126722897,-0.001362132710644,,28697280,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
13,fedavg,mnist,10,dirichlet,0.5,2,0,0,13.907503678883517,0.482,0.0,0.9915655214976342,0.9972757345787118,-0.005348693684427,-0.001362132710644,,31088720,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
14,fedavg,mnist,10,dirichlet,0.5,2,0,0,14.45168135090853,0.48,0.0,0.9874511417403826,0.9972757345787118,0.0041143797572515,-0.001362132710644,,33480160,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
15,fedavg,mnist,10,dirichlet,0.5,2,0,0,14.683422009233992,0.4806,0.0,0.9886854556675582,0.9972757345787118,0.002880065830076,-0.001362132710644,,35871600,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
16,fedavg,mnist,10,dirichlet,0.5,2,0,0,15.437086781473278,0.4822,0.0,0.9919769594733594,0.9972757345787118,-0.0004114379757251,-0.001362132710644,,38263040,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
17,fedavg,mnist,10,dirichlet,0.5,2,0,0,15.99553984776637,0.4816,0.0,0.990742645546184,0.9972757345787118,0.0012343139271754,-0.001362132710644,,40654480,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
18,fedavg,mnist,10,dirichlet,0.5,2,0,0,14.791949664490325,0.4816,0.0,0.990742645546184,0.9972757345787118,0.0012343139271754,-0.001362132710644,,43045920,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
19,fedavg,mnist,10,dirichlet,0.5,2,0,0,15.251232432310315,0.4815,0.0,0.9905369265583214,0.9972757345787118,0.001440032915038,-0.001362132710644,,45437360,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
20,fedavg,mnist,10,dirichlet,0.5,2,0,1,16.32663647342164,0.482,0.0,0.9915655214976342,0.9972757345787118,0.0004114379757251,-0.001362132710644,,47828800,239144,5,9e51c9d4d5b9,fedavg_mnist_C10_dirichlet_a0.5
0,flwf2,cifar10,50,dirichlet,0.01,1,0,0,2.3113226694107056,0.1002,0.052,0.1484,0.0,0.0,,,0,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
1,flwf2,cifar10,50,dirichlet,0.01,1,1,0,3.6643868284225465,0.1346,0.2692,0.0,-0.2172,0.1484,0.2172,,12072400,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
2,flwf2,cifar10,50,dirichlet,0.01,1,0,0,6.950096422958374,0.1,0.2,0.0,0.0691999999999999,0.1484,0.148,,24144800,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
3,flwf2,cifar10,50,dirichlet,0.01,1,0,0,3.981748400878906,0.1465,0.293,0.0,-0.0237999999999999,0.1484,0.241,,36217200,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
4,flwf2,cifar10,50,dirichlet,0.01,1,0,0,4.086579863739014,0.1034,0.2068,0.0,0.0861999999999999,0.1484,0.1548,,48289600,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
5,flwf2,cifar10,50,dirichlet,0.01,1,0,0,10.995318283081057,0.1002,0.2004,0.0,0.0925999999999999,0.1484,0.1484,,60362000,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
6,flwf2,cifar10,50,dirichlet,0.01,1,0,0,8.066329103851318,0.1,0.2,0.0,0.0929999999999999,0.1484,0.148,,72434400,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
7,flwf2,cifar10,50,dirichlet,0.01,1,0,0,6.128986144256592,0.1008,0.2016,0.0,0.0913999999999999,0.1484,0.1496,,84506800,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
8,flwf2,cifar10,50,dirichlet,0.01,1,0,0,26.510126649475097,0.1,0.2,0.0,0.0929999999999999,0.1484,0.148,,96579200,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
9,flwf2,cifar10,50,dirichlet,0.01,1,0,0,10.283538122558594,0.1,0.2,0.0,0.0929999999999999,0.1484,0.148,,108651600,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
10,flwf2,cifar10,50,dirichlet,0.01,1,0,1,7.942710419845581,0.1119,0.2238,0.0,0.0691999999999999,0.1484,0.1718,,120724000,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
11,flwf2,cifar10,50,dirichlet,0.01,2,1,0,7.867949477386475,0.1119,0.2238,0.0,0.0691999999999999,0.1484,0.1718,,132796400,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
12,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.786462024688721,0.1117,0.2234,0.0,0.0696,0.1484,0.1714,,144868800,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
13,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.704316811752319,0.1116,0.2232,0.0,0.0697999999999999,0.1484,0.1712,,156941200,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
14,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.625660125732422,0.1115,0.223,0.0,0.0699999999999999,0.1484,0.171,,169013600,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
15,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.54808405380249,0.1113,0.2226,0.0,0.0703999999999999,0.1484,0.1706,,181086000,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
16,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.489826334381103,0.1113,0.2226,0.0,0.0703999999999999,0.1484,0.1706,,193158400,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
17,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.417974565505982,0.1112,0.2224,0.0,0.0706,0.1484,0.1704,,205230800,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
18,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.361954724121094,0.1112,0.2224,0.0,0.0706,0.1484,0.1704,,217303200,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
19,flwf2,cifar10,50,dirichlet,0.01,2,0,0,7.302132949829102,0.1113,0.2226,0.0,0.0703999999999999,0.1484,0.1706,,229375600,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
20,flwf2,cifar10,50,dirichlet,0.01,2,0,1,7.245289515686035,0.1113,0.2226,0.0,0.0703999999999999,0.1484,0.1706,,241448000,241448,25,9f4b0afb339f,flwf2_cifar10_C50_dirichlet_a0.01
0,fedavg,fmnist,10,dirichlet,0.1,1,0,0,2.307142052459717,0.0861,0.0016,0.1706,0.0,0.0,,,0,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
1,fedavg,fmnist,10,dirichlet,0.1,1,1,0,2.824792862510681,0.2632,0.5264,0.0,-0.5247999999999999,0.1706,0.5247999999999999,,2391440,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
2,fedavg,fmnist,10,dirichlet,0.1,1,0,0,3.6181221673965456,0.3784,0.7568,0.0,-0.2304,0.1706,0.7552,,4782880,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
3,fedavg,fmnist,10,dirichlet,0.1,1,0,0,5.970774783611297,0.2825,0.565,0.0,0.1918,0.1706,0.5633999999999999,,7174320,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
4,fedavg,fmnist,10,dirichlet,0.1,1,0,0,3.574505722904205,0.2863,0.5726,0.0,0.1842,0.1706,0.571,,9565760,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
5,fedavg,fmnist,10,dirichlet,0.1,1,0,0,3.332241227388382,0.3457,0.6914,0.0,0.0654,0.1706,0.6898,,11957200,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
6,fedavg,fmnist,10,dirichlet,0.1,1,0,0,4.50671828751564,0.3687,0.7374,0.0,0.0193999999999999,0.1706,0.7358,,14348640,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
7,fedavg,fmnist,10,dirichlet,0.1,1,0,0,4.146953425431252,0.4173,0.8346,0.0,-0.0777999999999999,0.1706,0.833,,16740080,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
8,fedavg,fmnist,10,dirichlet,0.1,1,0,0,4.715319277429581,0.3851,0.7702,0.0,0.0644,0.1706,0.7686,,19131520,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
9,fedavg,fmnist,10,dirichlet,0.1,1,0,0,4.141149217224121,0.4092,0.8184,0.0,0.0161999999999999,0.1706,0.8168,,21522960,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
10,fedavg,fmnist,10,dirichlet,0.1,1,0,1,5.725122249317169,0.365,0.73,0.0,0.1046,0.1706,0.7283999999999999,,23914400,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
11,fedavg,fmnist,10,dirichlet,0.1,2,1,0,2.934591783118248,0.4293,0.0,0.8586,0.8346,-0.6880000000000001,-0.0016,,26305840,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
12,fedavg,fmnist,10,dirichlet,0.1,2,0,0,4.647413215351104,0.4191,0.0,0.8382,0.8346,0.0204,-0.0016,,28697280,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
13,fedavg,fmnist,10,dirichlet,0.1,2,0,0,8.680501529920102,0.4533,0.0,0.9066,0.8346,-0.0479999999999999,-0.0016,,31088720,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
14,fedavg,fmnist,10,dirichlet,0.1,2,0,0,7.011497025746107,0.4772,0.0,0.9544,0.8346,-0.0478,-0.0016,,33480160,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
15,fedavg,fmnist,10,dirichlet,0.1,2,0,0,10.309742463523149,0.4642,0.0,0.9284,0.8346,0.026,-0.0016,,35871600,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
16,fedavg,fmnist,10,dirichlet,0.1,2,0,0,9.344071302555871,0.4781,0.0,0.9562,0.8346,-0.0018,-0.0016,,38263040,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
17,fedavg,fmnist,10,dirichlet,0.1,2,0,0,7.047012718683481,0.4653,0.0,0.9306,0.8346,0.0256,-0.0016,,40654480,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
18,fedavg,fmnist,10,dirichlet,0.1,2,0,0,10.681404248152674,0.4776,0.0,0.9552,0.8346,0.001,-0.0016,,43045920,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
19,fedavg,fmnist,10,dirichlet,0.1,2,0,0,11.94069839097932,0.4798,0.0,0.9596,0.8346,-0.0033999999999999,-0.0016,,45437360,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
20,fedavg,fmnist,10,dirichlet,0.1,2,0,1,9.586075625130537,0.4759,0.0,0.9518,0.8346,0.0078,-0.0016,,47828800,239144,5,a0667e6d8cf7,fedavg_fmnist_C10_dirichlet_a0.1
0,flwf2,fmnist,10,dirichlet,0.01,1,0,0,2.307141382789612,0.086,0.0016,0.1704,0.0,0.0,,,0,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
1,flwf2,fmnist,10,dirichlet,0.01,1,1,0,10.792932483673097,0.1,0.2,0.0,-0.1984,0.1704,0.1984,,2391440,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
2,flwf2,fmnist,10,dirichlet,0.01,1,0,0,2.755838442611694,0.2667,0.5334,0.0,-0.3334,0.1704,0.5317999999999999,,4782880,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
3,flwf2,fmnist,10,dirichlet,0.01,1,0,0,10.44340410308838,0.199,0.398,0.0,0.1353999999999999,0.1704,0.3964,,7174320,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
4,flwf2,fmnist,10,dirichlet,0.01,1,0,0,3.134730814552307,0.1936,0.3872,0.0,0.1462,0.1704,0.3856,,9565760,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
5,flwf2,fmnist,10,dirichlet,0.01,1,0,0,5.232515623855591,0.1909,0.3818,0.0,0.1516,0.1704,0.3802,,11957200,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
6,flwf2,fmnist,10,dirichlet,0.01,1,0,0,8.411612071990966,0.2081,0.4162,0.0,0.1171999999999999,0.1704,0.4146,,14348640,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
7,flwf2,fmnist,10,dirichlet,0.01,1,0,0,5.226454722213745,0.1992,0.3984,0.0,0.135,0.1704,0.3968,,16740080,239144,5,a129fd17942e,flwf2_fmnist_C10_dirichlet_a0.01
